2015/06/23:14:37:16:860 	 index:0 
2015/06/23:14:38:7:459 	 index:1263 
2015/06/23:14:38:7:498 	 index:1264 
2015/06/23:14:38:7:538 	 index:1265 
2015/06/23:14:38:7:580 	 index:1266 
2015/06/23:14:38:7:619 	 index:1267 
2015/06/23:14:38:7:657 	 index:1268 
2015/06/23:14:38:7:699 	 index:1269 
2015/06/23:14:38:7:739 	 index:1270 
2015/06/23:14:38:7:777 	 index:1271 
2015/06/23:14:38:7:819 	 index:1272 
2015/06/23:14:38:7:858 	 index:1273 
2015/06/23:14:38:7:899 	 index:1274 
2015/06/23:14:38:7:940 	 index:1275 
2015/06/23:14:38:7:978 	 index:1276 
2015/06/23:14:38:8:018 	 index:1277 
2015/06/23:14:38:8:059 	 index:1278 
2015/06/23:14:38:8:098 	 index:1279 
2015/06/23:14:38:8:139 	 index:1280 
2015/06/23:14:38:8:180 	 index:1281 
2015/06/23:14:38:8:220 	 index:1282 
2015/06/23:14:38:8:261 	 index:1283 
2015/06/23:14:38:8:300 	 index:1284 
2015/06/23:14:38:8:341 	 index:1285 
2015/06/23:14:38:8:379 	 index:1286 
2015/06/23:14:38:8:420 	 index:1287 
2015/06/23:14:38:8:459 	 index:1288 
2015/06/23:14:38:8:500 	 index:1289 
2015/06/23:14:38:8:540 	 index:1290 
2015/06/23:14:38:8:579 	 index:1291 
2015/06/23:14:38:8:618 	 index:1292 
2015/06/23:14:38:8:660 	 index:1293 
2015/06/23:14:38:8:701 	 index:1294 
2015/06/23:14:38:8:741 	 index:1295 
2015/06/23:14:38:8:780 	 index:1296 
2015/06/23:14:38:8:819 	 index:1297 
2015/06/23:14:38:8:861 	 index:1298 
2015/06/23:14:38:8:901 	 index:1299 
2015/06/23:14:38:8:940 	 index:1300 
2015/06/23:14:38:8:982 	 index:1301 
2015/06/23:14:38:9:020 	 index:1302 
2015/06/23:14:38:9:060 	 index:1303 
2015/06/23:14:38:9:103 	 index:1304 
2015/06/23:14:38:9:140 	 index:1305 
2015/06/23:14:38:9:181 	 index:1306 
2015/06/23:14:38:9:223 	 index:1307 
2015/06/23:14:38:9:260 	 index:1308 
2015/06/23:14:38:9:300 	 index:1309 
2015/06/23:14:38:9:342 	 index:1310 
2015/06/23:14:38:9:381 	 index:1311 
2015/06/23:14:38:9:422 	 index:1312 
2015/06/23:14:38:9:462 	 index:1313 
2015/06/23:14:38:9:501 	 index:1314 
2015/06/23:14:38:9:541 	 index:1315 
2015/06/23:14:38:9:582 	 index:1316 
2015/06/23:14:38:9:621 	 index:1317 
2015/06/23:14:38:9:660 	 index:1318 
2015/06/23:14:38:9:702 	 index:1319 
2015/06/23:14:38:9:742 	 index:1320 
2015/06/23:14:38:9:781 	 index:1321 
2015/06/23:14:38:9:821 	 index:1322 
2015/06/23:14:38:9:862 	 index:1323 
2015/06/23:14:38:9:901 	 index:1324 
2015/06/23:14:38:9:942 	 index:1325 
2015/06/23:14:38:9:983 	 index:1326 
2015/06/23:14:38:10:022 	 index:1327 
2015/06/23:14:38:10:062 	 index:1328 
2015/06/23:14:38:10:103 	 index:1329 
2015/06/23:14:38:10:142 	 index:1330 
2015/06/23:14:38:10:181 	 index:1331 
2015/06/23:14:38:10:223 	 index:1332 
2015/06/23:14:38:10:262 	 index:1333 
2015/06/23:14:38:10:304 	 index:1334 
2015/06/23:14:38:10:343 	 index:1335 
2015/06/23:14:38:10:382 	 index:1336 
2015/06/23:14:38:10:424 	 index:1337 
2015/06/23:14:38:10:461 	 index:1338 
2015/06/23:14:38:10:504 	 index:1339 
2015/06/23:14:38:10:543 	 index:1340 
2015/06/23:14:38:10:582 	 index:1341 
2015/06/23:14:38:10:623 	 index:1342 
2015/06/23:14:38:10:663 	 index:1343 
2015/06/23:14:38:10:703 	 index:1344 
2015/06/23:14:38:10:743 	 index:1345 
2015/06/23:14:38:10:782 	 index:1346 
2015/06/23:14:38:10:824 	 index:1347 
2015/06/23:14:38:10:863 	 index:1348 
2015/06/23:14:38:10:905 	 index:1349 
2015/06/23:14:38:10:944 	 index:1350 
2015/06/23:14:38:10:984 	 index:1351 
2015/06/23:14:38:11:022 	 index:1352 
2015/06/23:14:38:11:064 	 index:1353 
2015/06/23:14:38:11:104 	 index:1354 
2015/06/23:14:38:11:143 	 index:1355 
2015/06/23:14:38:11:185 	 index:1356 
2015/06/23:14:38:11:223 	 index:1357 
2015/06/23:14:38:11:264 	 index:1358 
2015/06/23:14:38:11:305 	 index:1359 
2015/06/23:14:38:11:346 	 index:1360 
2015/06/23:14:38:11:420 	 index:1361 
2015/06/23:14:38:11:430 	 index:1362 
2015/06/23:14:38:11:464 	 index:1363 
2015/06/23:14:38:11:505 	 index:1364 
2015/06/23:14:38:11:545 	 index:1365 
2015/06/23:14:38:11:584 	 index:1366 
2015/06/23:14:38:11:623 	 index:1367 
2015/06/23:14:38:11:665 	 index:1368 
2015/06/23:14:38:11:705 	 index:1369 
2015/06/23:14:38:11:744 	 index:1370 
2015/06/23:14:38:11:785 	 index:1371 
2015/06/23:14:38:11:824 	 index:1372 
2015/06/23:14:38:11:864 	 index:1373 
2015/06/23:14:38:11:904 	 index:1374 
2015/06/23:14:38:11:944 	 index:1375 
2015/06/23:14:38:11:986 	 index:1376 
2015/06/23:14:38:12:025 	 index:1377 
2015/06/23:14:38:12:065 	 index:1378 
2015/06/23:14:38:12:106 	 index:1379 
2015/06/23:14:38:12:146 	 index:1380 
2015/06/23:14:38:12:185 	 index:1381 
2015/06/23:14:38:12:225 	 index:1382 
2015/06/23:14:38:12:265 	 index:1383 
2015/06/23:14:38:12:305 	 index:1384 
2015/06/23:14:38:12:345 	 index:1385 
2015/06/23:14:38:12:385 	 index:1386 
2015/06/23:14:38:12:424 	 index:1387 
2015/06/23:14:38:12:466 	 index:1388 
2015/06/23:14:38:12:506 	 index:1389 
2015/06/23:14:38:12:546 	 index:1390 
2015/06/23:14:38:12:585 	 index:1391 
2015/06/23:14:38:12:627 	 index:1392 
2015/06/23:14:38:12:666 	 index:1393 
2015/06/23:14:38:12:707 	 index:1394 
2015/06/23:14:38:12:744 	 index:1395 
2015/06/23:14:38:12:786 	 index:1396 
2015/06/23:14:38:12:826 	 index:1397 
2015/06/23:14:38:12:866 	 index:1398 
2015/06/23:14:38:12:906 	 index:1399 
2015/06/23:14:38:12:945 	 index:1400 
2015/06/23:14:38:12:987 	 index:1401 
2015/06/23:14:38:13:025 	 index:1402 
2015/06/23:14:38:13:065 	 index:1403 
2015/06/23:14:38:13:106 	 index:1404 
2015/06/23:14:38:13:146 	 index:1405 
2015/06/23:14:38:13:186 	 index:1406 
2015/06/23:14:38:13:227 	 index:1407 
2015/06/23:14:38:13:268 	 index:1408 
2015/06/23:14:38:13:308 	 index:1409 
2015/06/23:14:38:13:348 	 index:1410 
2015/06/23:14:38:13:386 	 index:1411 
2015/06/23:14:38:13:426 	 index:1412 
2015/06/23:14:38:13:468 	 index:1413 
2015/06/23:14:38:13:507 	 index:1414 
2015/06/23:14:38:13:547 	 index:1415 
2015/06/23:14:38:13:587 	 index:1416 
2015/06/23:14:38:13:628 	 index:1417 
2015/06/23:14:38:13:667 	 index:1418 
2015/06/23:14:38:13:708 	 index:1419 
2015/06/23:14:38:13:748 	 index:1420 
2015/06/23:14:38:13:787 	 index:1421 
2015/06/23:14:38:13:830 	 index:1422 
2015/06/23:14:38:13:867 	 index:1423 
2015/06/23:14:38:13:909 	 index:1424 
2015/06/23:14:38:13:947 	 index:1425 
2015/06/23:14:38:13:989 	 index:1426 
2015/06/23:14:38:14:028 	 index:1427 
2015/06/23:14:38:14:067 	 index:1428 
2015/06/23:14:38:14:109 	 index:1429 
2015/06/23:14:38:14:148 	 index:1430 
2015/06/23:14:38:14:187 	 index:1431 
2015/06/23:14:38:14:228 	 index:1432 
2015/06/23:14:38:14:268 	 index:1433 
2015/06/23:14:38:14:308 	 index:1434 
2015/06/23:14:38:14:348 	 index:1435 
2015/06/23:14:38:14:387 	 index:1436 
2015/06/23:14:38:14:428 	 index:1437 
2015/06/23:14:38:14:468 	 index:1438 
2015/06/23:14:38:14:510 	 index:1439 
2015/06/23:14:38:14:547 	 index:1440 
2015/06/23:14:38:14:589 	 index:1441 
2015/06/23:14:38:14:628 	 index:1442 
2015/06/23:14:38:14:670 	 index:1443 
2015/06/23:14:38:14:710 	 index:1444 
2015/06/23:14:38:14:749 	 index:1445 
2015/06/23:14:38:14:788 	 index:1446 
2015/06/23:14:38:14:829 	 index:1447 
2015/06/23:14:38:14:868 	 index:1448 
2015/06/23:14:38:14:908 	 index:1449 
2015/06/23:14:38:14:949 	 index:1450 
2015/06/23:14:38:14:988 	 index:1451 
2015/06/23:14:38:15:030 	 index:1452 
2015/06/23:14:38:15:069 	 index:1453 
2015/06/23:14:38:15:112 	 index:1454 
2015/06/23:14:38:15:151 	 index:1455 
2015/06/23:14:38:15:189 	 index:1456 
2015/06/23:14:38:15:229 	 index:1457 
2015/06/23:14:38:15:270 	 index:1458 
2015/06/23:14:38:15:309 	 index:1459 
2015/06/23:14:38:15:351 	 index:1460 
2015/06/23:14:38:15:433 	 index:1461 
2015/06/23:14:38:15:434 	 index:1462 
2015/06/23:14:38:15:469 	 index:1463 
2015/06/23:14:38:15:509 	 index:1464 
2015/06/23:14:38:15:552 	 index:1465 
2015/06/23:14:38:15:592 	 index:1466 
2015/06/23:14:38:15:631 	 index:1467 
2015/06/23:14:38:15:671 	 index:1468 
2015/06/23:14:38:15:711 	 index:1469 
2015/06/23:14:38:15:751 	 index:1470 
2015/06/23:14:38:15:790 	 index:1471 
2015/06/23:14:38:15:830 	 index:1472 
2015/06/23:14:38:15:871 	 index:1473 
2015/06/23:14:38:15:910 	 index:1474 
2015/06/23:14:38:15:950 	 index:1475 
2015/06/23:14:38:15:991 	 index:1476 
2015/06/23:14:38:16:030 	 index:1477 
2015/06/23:14:38:16:070 	 index:1478 
2015/06/23:14:38:16:109 	 index:1479 
2015/06/23:14:38:16:152 	 index:1480 
2015/06/23:14:38:16:190 	 index:1481 
2015/06/23:14:38:16:232 	 index:1482 
2015/06/23:14:38:16:272 	 index:1483 
2015/06/23:14:38:16:314 	 index:1484 
2015/06/23:14:38:16:350 	 index:1485 
2015/06/23:14:38:16:391 	 index:1486 
2015/06/23:14:38:16:431 	 index:1487 
2015/06/23:14:38:16:470 	 index:1488 
2015/06/23:14:38:16:512 	 index:1489 
2015/06/23:14:38:16:551 	 index:1490 
2015/06/23:14:38:16:590 	 index:1491 
2015/06/23:14:38:16:632 	 index:1492 
2015/06/23:14:38:16:673 	 index:1493 
2015/06/23:14:38:16:711 	 index:1494 
2015/06/23:14:38:16:753 	 index:1495 
2015/06/23:14:38:16:792 	 index:1496 
2015/06/23:14:38:16:831 	 index:1497 
2015/06/23:14:38:16:872 	 index:1498 
2015/06/23:14:38:16:913 	 index:1499 
2015/06/23:14:38:16:952 	 index:1500 
2015/06/23:14:38:16:992 	 index:1501 
2015/06/23:14:38:17:033 	 index:1502 
2015/06/23:14:38:17:072 	 index:1503 
2015/06/23:14:38:17:111 	 index:1504 
2015/06/23:14:38:17:153 	 index:1505 
2015/06/23:14:38:17:192 	 index:1506 
2015/06/23:14:38:17:231 	 index:1507 
2015/06/23:14:38:17:273 	 index:1508 
2015/06/23:14:38:17:313 	 index:1509 
2015/06/23:14:38:17:352 	 index:1510 
2015/06/23:14:38:17:393 	 index:1511 
2015/06/23:14:38:17:433 	 index:1512 
2015/06/23:14:38:17:472 	 index:1513 
2015/06/23:14:38:17:514 	 index:1514 
2015/06/23:14:38:17:552 	 index:1515 
2015/06/23:14:38:17:592 	 index:1516 
2015/06/23:14:38:17:633 	 index:1517 
2015/06/23:14:38:17:673 	 index:1518 
2015/06/23:14:38:17:712 	 index:1519 
2015/06/23:14:38:17:754 	 index:1520 
2015/06/23:14:38:17:794 	 index:1521 
2015/06/23:14:38:17:833 	 index:1522 
2015/06/23:14:38:17:874 	 index:1523 
2015/06/23:14:38:17:914 	 index:1524 
2015/06/23:14:38:17:953 	 index:1525 
2015/06/23:14:38:17:994 	 index:1526 
2015/06/23:14:38:18:033 	 index:1527 
2015/06/23:14:38:18:072 	 index:1528 
2015/06/23:14:38:18:115 	 index:1529 
2015/06/23:14:38:18:154 	 index:1530 
2015/06/23:14:38:18:193 	 index:1531 
2015/06/23:14:38:18:236 	 index:1532 
2015/06/23:14:38:18:274 	 index:1533 
2015/06/23:14:38:18:313 	 index:1534 
2015/06/23:14:38:18:356 	 index:1535 
2015/06/23:14:38:18:395 	 index:1536 
2015/06/23:14:38:18:434 	 index:1537 
2015/06/23:14:38:18:476 	 index:1538 
2015/06/23:14:38:18:519 	 index:1539 
2015/06/23:14:38:18:558 	 index:1540 
2015/06/23:14:38:18:594 	 index:1541 
2015/06/23:14:38:18:633 	 index:1542 
2015/06/23:14:38:18:675 	 index:1543 
2015/06/23:14:38:18:717 	 index:1544 
2015/06/23:14:38:18:754 	 index:1545 
2015/06/23:14:38:18:795 	 index:1546 
2015/06/23:14:38:18:836 	 index:1547 
2015/06/23:14:38:18:875 	 index:1548 
2015/06/23:14:38:18:914 	 index:1549 
2015/06/23:14:38:18:956 	 index:1550 
2015/06/23:14:38:18:996 	 index:1551 
2015/06/23:14:38:19:034 	 index:1552 
2015/06/23:14:38:19:075 	 index:1553 
2015/06/23:14:38:19:115 	 index:1554 
2015/06/23:14:38:19:154 	 index:1555 
2015/06/23:14:38:19:194 	 index:1556 
2015/06/23:14:38:19:235 	 index:1557 
2015/06/23:14:38:19:277 	 index:1558 
2015/06/23:14:38:19:316 	 index:1559 
2015/06/23:14:38:19:358 	 index:1560 
2015/06/23:14:38:19:442 	 index:1561 
2015/06/23:14:38:19:452 	 index:1562 
2015/06/23:14:38:19:475 	 index:1563 
2015/06/23:14:38:19:515 	 index:1564 
2015/06/23:14:38:19:556 	 index:1565 
2015/06/23:14:38:19:596 	 index:1566 
2015/06/23:14:38:19:635 	 index:1567 
2015/06/23:14:38:19:677 	 index:1568 
2015/06/23:14:38:19:717 	 index:1569 
2015/06/23:14:38:19:756 	 index:1570 
2015/06/23:14:38:19:797 	 index:1571 
2015/06/23:14:38:19:836 	 index:1572 
2015/06/23:14:38:19:876 	 index:1573 
2015/06/23:14:38:19:917 	 index:1574 
2015/06/23:14:38:19:957 	 index:1575 
2015/06/23:14:38:19:996 	 index:1576 
2015/06/23:14:38:20:035 	 index:1577 
2015/06/23:14:38:20:078 	 index:1578 
2015/06/23:14:38:20:117 	 index:1579 
2015/06/23:14:38:20:159 	 index:1580 
2015/06/23:14:38:20:197 	 index:1581 
2015/06/23:14:38:20:237 	 index:1582 
2015/06/23:14:38:20:278 	 index:1583 
2015/06/23:14:38:20:317 	 index:1584 
2015/06/23:14:38:20:357 	 index:1585 
2015/06/23:14:38:20:398 	 index:1586 
2015/06/23:14:38:20:437 	 index:1587 
2015/06/23:14:38:20:478 	 index:1588 
2015/06/23:14:38:20:519 	 index:1589 
2015/06/23:14:38:20:558 	 index:1590 
2015/06/23:14:38:20:598 	 index:1591 
2015/06/23:14:38:20:638 	 index:1592 
2015/06/23:14:38:20:678 	 index:1593 
2015/06/23:14:38:20:716 	 index:1594 
2015/06/23:14:38:20:759 	 index:1595 
2015/06/23:14:38:20:798 	 index:1596 
2015/06/23:14:38:20:837 	 index:1597 
2015/06/23:14:38:20:878 	 index:1598 
2015/06/23:14:38:20:917 	 index:1599 
2015/06/23:14:38:20:958 	 index:1600 
2015/06/23:14:38:20:998 	 index:1601 
2015/06/23:14:38:21:038 	 index:1602 
2015/06/23:14:38:21:079 	 index:1603 
2015/06/23:14:38:21:121 	 index:1604 
2015/06/23:14:38:21:157 	 index:1605 
2015/06/23:14:38:21:199 	 index:1606 
2015/06/23:14:38:21:239 	 index:1607 
2015/06/23:14:38:21:280 	 index:1608 
2015/06/23:14:38:21:319 	 index:1609 
2015/06/23:14:38:21:358 	 index:1610 
2015/06/23:14:38:21:399 	 index:1611 
2015/06/23:14:38:21:439 	 index:1612 
2015/06/23:14:38:21:480 	 index:1613 
2015/06/23:14:38:21:519 	 index:1614 
2015/06/23:14:38:21:558 	 index:1615 
2015/06/23:14:38:21:599 	 index:1616 
2015/06/23:14:38:21:640 	 index:1617 
2015/06/23:14:38:21:680 	 index:1618 
2015/06/23:14:38:21:721 	 index:1619 
2015/06/23:14:38:21:759 	 index:1620 
2015/06/23:14:38:21:799 	 index:1621 
2015/06/23:14:38:21:840 	 index:1622 
2015/06/23:14:38:21:879 	 index:1623 
2015/06/23:14:38:21:920 	 index:1624 
2015/06/23:14:38:21:961 	 index:1625 
2015/06/23:14:38:22:000 	 index:1626 
2015/06/23:14:38:22:039 	 index:1627 
2015/06/23:14:38:22:080 	 index:1628 
2015/06/23:14:38:22:120 	 index:1629 
2015/06/23:14:38:22:159 	 index:1630 
2015/06/23:14:38:22:201 	 index:1631 
2015/06/23:14:38:22:242 	 index:1632 
2015/06/23:14:38:22:282 	 index:1633 
2015/06/23:14:38:22:321 	 index:1634 
2015/06/23:14:38:22:360 	 index:1635 
2015/06/23:14:38:22:402 	 index:1636 
2015/06/23:14:38:22:441 	 index:1637 
2015/06/23:14:38:22:480 	 index:1638 
2015/06/23:14:38:22:521 	 index:1639 
2015/06/23:14:38:22:561 	 index:1640 
2015/06/23:14:38:22:601 	 index:1641 
2015/06/23:14:38:22:641 	 index:1642 
2015/06/23:14:38:22:682 	 index:1643 
2015/06/23:14:38:22:721 	 index:1644 
2015/06/23:14:38:22:763 	 index:1645 
2015/06/23:14:38:22:804 	 index:1646 
2015/06/23:14:38:22:842 	 index:1647 
2015/06/23:14:38:22:882 	 index:1648 
2015/06/23:14:38:22:922 	 index:1649 
2015/06/23:14:38:22:961 	 index:1650 
2015/06/23:14:38:23:002 	 index:1651 
2015/06/23:14:38:23:043 	 index:1652 
2015/06/23:14:38:23:084 	 index:1653 
2015/06/23:14:38:23:122 	 index:1654 
2015/06/23:14:38:23:162 	 index:1655 
2015/06/23:14:38:23:203 	 index:1656 
2015/06/23:14:38:23:241 	 index:1657 
2015/06/23:14:38:23:282 	 index:1658 
2015/06/23:14:38:23:322 	 index:1659 
2015/06/23:14:38:23:363 	 index:1660 
2015/06/23:14:38:23:444 	 index:1661 
2015/06/23:14:38:23:454 	 index:1662 
2015/06/23:14:38:23:481 	 index:1663 
2015/06/23:14:38:23:523 	 index:1664 
2015/06/23:14:38:23:564 	 index:1665 
2015/06/23:14:38:23:602 	 index:1666 
2015/06/23:14:38:23:644 	 index:1667 
2015/06/23:14:38:23:683 	 index:1668 
2015/06/23:14:38:23:724 	 index:1669 
2015/06/23:14:38:23:763 	 index:1670 
2015/06/23:14:38:23:804 	 index:1671 
2015/06/23:14:38:23:843 	 index:1672 
2015/06/23:14:38:23:883 	 index:1673 
2015/06/23:14:38:23:926 	 index:1674 
2015/06/23:14:38:23:963 	 index:1675 
2015/06/23:14:38:24:005 	 index:1676 
2015/06/23:14:38:24:044 	 index:1677 
2015/06/23:14:38:24:084 	 index:1678 
2015/06/23:14:38:24:126 	 index:1679 
2015/06/23:14:38:24:167 	 index:1680 
2015/06/23:14:38:24:203 	 index:1681 
2015/06/23:14:38:24:245 	 index:1682 
2015/06/23:14:38:24:284 	 index:1683 
2015/06/23:14:38:24:325 	 index:1684 
2015/06/23:14:38:24:363 	 index:1685 
2015/06/23:14:38:24:405 	 index:1686 
2015/06/23:14:38:24:448 	 index:1687 
2015/06/23:14:38:24:485 	 index:1688 
2015/06/23:14:38:24:524 	 index:1689 
2015/06/23:14:38:24:565 	 index:1690 
2015/06/23:14:38:24:604 	 index:1691 
2015/06/23:14:38:24:647 	 index:1692 
2015/06/23:14:38:24:685 	 index:1693 
2015/06/23:14:38:24:726 	 index:1694 
2015/06/23:14:38:24:766 	 index:1695 
2015/06/23:14:38:24:805 	 index:1696 
2015/06/23:14:38:24:846 	 index:1697 
2015/06/23:14:38:24:887 	 index:1698 
2015/06/23:14:38:24:926 	 index:1699 
2015/06/23:14:38:24:965 	 index:1700 
2015/06/23:14:38:25:004 	 index:1701 
2015/06/23:14:38:25:047 	 index:1702 
2015/06/23:14:38:25:085 	 index:1703 
2015/06/23:14:38:25:126 	 index:1704 
2015/06/23:14:38:25:166 	 index:1705 
2015/06/23:14:38:25:206 	 index:1706 
2015/06/23:14:38:25:246 	 index:1707 
2015/06/23:14:38:25:287 	 index:1708 
2015/06/23:14:38:25:327 	 index:1709 
2015/06/23:14:38:25:365 	 index:1710 
2015/06/23:14:38:25:405 	 index:1711 
2015/06/23:14:38:25:446 	 index:1712 
2015/06/23:14:38:25:487 	 index:1713 
2015/06/23:14:38:25:526 	 index:1714 
2015/06/23:14:38:25:567 	 index:1715 
2015/06/23:14:38:25:607 	 index:1716 
2015/06/23:14:38:25:646 	 index:1717 
2015/06/23:14:38:25:687 	 index:1718 
2015/06/23:14:38:25:726 	 index:1719 
2015/06/23:14:38:25:766 	 index:1720 
2015/06/23:14:38:25:806 	 index:1721 
2015/06/23:14:38:25:847 	 index:1722 
2015/06/23:14:38:25:886 	 index:1723 
2015/06/23:14:38:25:928 	 index:1724 
2015/06/23:14:38:25:967 	 index:1725 
2015/06/23:14:38:26:009 	 index:1726 
2015/06/23:14:38:26:062 	 index:1727 
2015/06/23:14:38:26:088 	 index:1728 
2015/06/23:14:38:26:127 	 index:1729 
2015/06/23:14:38:26:167 	 index:1730 
2015/06/23:14:38:26:208 	 index:1731 
2015/06/23:14:38:26:249 	 index:1732 
2015/06/23:14:38:26:286 	 index:1733 
2015/06/23:14:38:26:328 	 index:1734 
2015/06/23:14:38:26:369 	 index:1735 
2015/06/23:14:38:26:406 	 index:1736 
2015/06/23:14:38:26:449 	 index:1737 
2015/06/23:14:38:26:487 	 index:1738 
2015/06/23:14:38:26:529 	 index:1739 
2015/06/23:14:38:26:569 	 index:1740 
2015/06/23:14:38:26:607 	 index:1741 
2015/06/23:14:38:26:647 	 index:1742 
2015/06/23:14:38:26:689 	 index:1743 
2015/06/23:14:38:26:728 	 index:1744 
2015/06/23:14:38:26:770 	 index:1745 
2015/06/23:14:38:26:809 	 index:1746 
2015/06/23:14:38:26:848 	 index:1747 
2015/06/23:14:38:26:889 	 index:1748 
2015/06/23:14:38:26:929 	 index:1749 
2015/06/23:14:38:26:969 	 index:1750 
2015/06/23:14:38:27:007 	 index:1751 
2015/06/23:14:38:27:050 	 index:1752 
2015/06/23:14:38:27:089 	 index:1753 
2015/06/23:14:38:27:130 	 index:1754 
2015/06/23:14:38:27:171 	 index:1755 
2015/06/23:14:38:27:209 	 index:1756 
2015/06/23:14:38:27:249 	 index:1757 
2015/06/23:14:38:27:290 	 index:1758 
2015/06/23:14:38:27:329 	 index:1759 
2015/06/23:14:38:27:372 	 index:1760 
2015/06/23:14:38:27:456 	 index:1761 
2015/06/23:14:38:27:478 	 index:1762 
2015/06/23:14:38:27:489 	 index:1763 
2015/06/23:14:38:27:530 	 index:1764 
2015/06/23:14:38:27:569 	 index:1765 
2015/06/23:14:38:27:609 	 index:1766 
2015/06/23:14:38:27:650 	 index:1767 
2015/06/23:14:38:27:690 	 index:1768 
2015/06/23:14:38:27:732 	 index:1769 
2015/06/23:14:38:27:772 	 index:1770 
2015/06/23:14:38:27:810 	 index:1771 
2015/06/23:14:38:27:850 	 index:1772 
2015/06/23:14:38:27:891 	 index:1773 
2015/06/23:14:38:27:930 	 index:1774 
2015/06/23:14:38:27:969 	 index:1775 
2015/06/23:14:38:28:010 	 index:1776 
2015/06/23:14:38:28:050 	 index:1777 
2015/06/23:14:38:28:090 	 index:1778 
2015/06/23:14:38:28:129 	 index:1779 
2015/06/23:14:38:28:171 	 index:1780 
2015/06/23:14:38:28:211 	 index:1781 
2015/06/23:14:38:28:251 	 index:1782 
2015/06/23:14:38:28:292 	 index:1783 
2015/06/23:14:38:28:330 	 index:1784 
2015/06/23:14:38:28:370 	 index:1785 
2015/06/23:14:38:28:411 	 index:1786 
2015/06/23:14:38:28:450 	 index:1787 
2015/06/23:14:38:28:490 	 index:1788 
2015/06/23:14:38:28:531 	 index:1789 
2015/06/23:14:38:28:570 	 index:1790 
2015/06/23:14:38:28:610 	 index:1791 
2015/06/23:14:38:28:652 	 index:1792 
2015/06/23:14:38:28:691 	 index:1793 
2015/06/23:14:38:28:731 	 index:1794 
2015/06/23:14:38:28:771 	 index:1795 
2015/06/23:14:38:28:810 	 index:1796 
2015/06/23:14:38:28:852 	 index:1797 
2015/06/23:14:38:28:892 	 index:1798 
2015/06/23:14:38:28:932 	 index:1799 
2015/06/23:14:38:28:972 	 index:1800 
2015/06/23:14:38:29:012 	 index:1801 
2015/06/23:14:38:29:051 	 index:1802 
2015/06/23:14:38:29:093 	 index:1803 
2015/06/23:14:38:29:132 	 index:1804 
2015/06/23:14:38:29:171 	 index:1805 
2015/06/23:14:38:29:213 	 index:1806 
2015/06/23:14:38:29:251 	 index:1807 
2015/06/23:14:38:29:293 	 index:1808 
2015/06/23:14:38:29:332 	 index:1809 
2015/06/23:14:38:29:372 	 index:1810 
2015/06/23:14:38:29:412 	 index:1811 
2015/06/23:14:38:29:452 	 index:1812 
2015/06/23:14:38:29:493 	 index:1813 
2015/06/23:14:38:29:533 	 index:1814 
2015/06/23:14:38:29:574 	 index:1815 
2015/06/23:14:38:29:613 	 index:1816 
2015/06/23:14:38:29:653 	 index:1817 
2015/06/23:14:38:29:693 	 index:1818 
2015/06/23:14:38:29:732 	 index:1819 
2015/06/23:14:38:29:774 	 index:1820 
2015/06/23:14:38:29:813 	 index:1821 
2015/06/23:14:38:29:853 	 index:1822 
2015/06/23:14:38:29:893 	 index:1823 
2015/06/23:14:38:29:933 	 index:1824 
2015/06/23:14:38:29:974 	 index:1825 
2015/06/23:14:38:30:015 	 index:1826 
2015/06/23:14:38:30:053 	 index:1827 
2015/06/23:14:38:30:100 	 index:1828 
2015/06/23:14:38:30:134 	 index:1829 
2015/06/23:14:38:30:174 	 index:1830 
2015/06/23:14:38:30:214 	 index:1831 
2015/06/23:14:38:30:254 	 index:1832 
2015/06/23:14:38:30:292 	 index:1833 
2015/06/23:14:38:30:334 	 index:1834 
2015/06/23:14:38:30:375 	 index:1835 
2015/06/23:14:38:30:412 	 index:1836 
2015/06/23:14:38:30:454 	 index:1837 
2015/06/23:14:38:30:493 	 index:1838 
2015/06/23:14:38:30:532 	 index:1839 
2015/06/23:14:38:30:575 	 index:1840 
2015/06/23:14:38:30:613 	 index:1841 
2015/06/23:14:38:30:654 	 index:1842 
2015/06/23:14:38:30:695 	 index:1843 
2015/06/23:14:38:30:736 	 index:1844 
2015/06/23:14:38:30:773 	 index:1845 
2015/06/23:14:38:30:816 	 index:1846 
2015/06/23:14:38:30:854 	 index:1847 
2015/06/23:14:38:30:893 	 index:1848 
2015/06/23:14:38:30:936 	 index:1849 
2015/06/23:14:38:30:975 	 index:1850 
2015/06/23:14:38:31:013 	 index:1851 
2015/06/23:14:38:31:054 	 index:1852 
2015/06/23:14:38:31:094 	 index:1853 
2015/06/23:14:38:31:133 	 index:1854 
2015/06/23:14:38:31:177 	 index:1855 
2015/06/23:14:38:31:215 	 index:1856 
2015/06/23:14:38:31:257 	 index:1857 
2015/06/23:14:38:31:295 	 index:1858 
2015/06/23:14:38:31:337 	 index:1859 
2015/06/23:14:38:31:376 	 index:1860 
2015/06/23:14:38:31:453 	 index:1861 
2015/06/23:14:38:31:462 	 index:1862 
2015/06/23:14:38:31:496 	 index:1863 
2015/06/23:14:38:31:536 	 index:1864 
2015/06/23:14:38:31:575 	 index:1865 
2015/06/23:14:38:31:614 	 index:1866 
2015/06/23:14:38:31:656 	 index:1867 
2015/06/23:14:38:31:695 	 index:1868 
2015/06/23:14:38:31:736 	 index:1869 
